datetime,Global_active_power
2006-12-16 18:00:00,3.6322
2006-12-16 19:00:00,3.400233333333333
2006-12-16 20:00:00,3.2685666666666666
2006-12-16 21:00:00,3.0564666666666667
2006-12-16 22:00:00,2.200133333333333
2006-12-16 23:00:00,2.0616
2006-12-17 00:00:00,1.8824666666666665
2006-12-17 01:00:00,3.3494
2006-12-17 02:00:00,1.5872666666666668
2006-12-17 03:00:00,1.6622
2006-12-17 04:00:00,2.2157666666666667
2006-12-17 05:00:00,1.9967333333333332
2006-12-17 06:00:00,1.3033
2006-12-17 07:00:00,1.6200333333333332
2006-12-17 08:00:00,1.8905666666666667
2006-12-17 09:00:00,2.5490666666666666
2006-12-17 10:00:00,3.6289
2006-12-17 11:00:00,2.471
2006-12-17 12:00:00,1.9158666666666664
2006-12-17 13:00:00,1.6607666666666667
2006-12-17 14:00:00,2.092633333333333
2006-12-17 15:00:00,2.9854
2006-12-17 16:00:00,3.3260333333333336
2006-12-17 17:00:00,3.406766666666667
2006-12-17 18:00:00,3.6971
2006-12-17 19:00:00,2.9084
2006-12-17 20:00:00,3.3615
2006-12-17 21:00:00,3.040766666666667
2006-12-17 22:00:00,1.518
2006-12-17 23:00:00,0.4377333333333333
2006-12-18 00:00:00,0.2763666666666667
2006-12-18 01:00:00,0.3132999999999999
2006-12-18 02:00:00,0.2844666666666667
2006-12-18 03:00:00,0.3099333333333333
2006-12-18 04:00:00,1.026333333333333
2006-12-18 05:00:00,0.2935
2006-12-18 06:00:00,0.61
2006-12-18 07:00:00,2.4504333333333337
2006-12-18 08:00:00,2.082133333333333
2006-12-18 09:00:00,1.6293333333333335
2006-12-18 10:00:00,1.3096333333333334
2006-12-18 11:00:00,1.5619333333333332
2006-12-18 12:00:00,1.7560666666666669
2006-12-18 13:00:00,1.6820666666666668
2006-12-18 14:00:00,1.7330333333333334
2006-12-18 15:00:00,1.7842999999999998
2006-12-18 16:00:00,1.9493
2006-12-18 17:00:00,2.1549
2006-12-18 18:00:00,2.402533333333333
2006-12-18 19:00:00,2.6145
2006-12-18 20:00:00,3.050566666666666
2006-12-18 21:00:00,2.1697333333333333
2006-12-18 22:00:00,1.7388
2006-12-18 23:00:00,1.5472666666666666
2006-12-19 00:00:00,0.8371333333333334
2006-12-19 01:00:00,0.3530333333333333
2006-12-19 02:00:00,0.3272333333333333
2006-12-19 03:00:00,0.3083
2006-12-19 04:00:00,0.3278333333333333
2006-12-19 05:00:00,0.3066666666666666
2006-12-19 06:00:00,0.7963333333333333
2006-12-19 07:00:00,1.7856333333333334
2006-12-19 08:00:00,3.879033333333333
2006-12-19 09:00:00,1.6177666666666668
2006-12-19 10:00:00,0.4371333333333334
2006-12-19 11:00:00,2.321633333333333
2006-12-19 12:00:00,0.4306666666666666
2006-12-19 13:00:00,0.3004666666666666
