datetime,Global_reactive_power_lag1,Voltage_lag1,Global_intensity_lag1,Sub_metering_1_lag1,Sub_metering_2_lag1,Sub_metering_3_lag1,hour_of_day_lag1,day_of_week_lag1,month_lag1,year_lag1
2006-12-16 18:00:00,0.2289999999999999,234.6438888888889,18.1,0.0,0.5277777777777778,16.86111111111111,17.0,5.0,12.0,2006.0
2006-12-16 19:00:00,0.0800333333333333,234.58016666666663,15.6,0.0,6.716666666666667,16.866666666666667,18.0,5.0,12.0,2006.0
2006-12-16 20:00:00,0.0852333333333333,233.2325,14.503333333333334,0.0,1.4333333333333331,16.683333333333334,19.0,5.0,12.0,2006.0
2006-12-16 21:00:00,0.0751,234.0715,13.916666666666666,0.0,0.0,16.783333333333335,20.0,5.0,12.0,2006.0
2006-12-16 22:00:00,0.0766666666666666,237.15866666666668,13.046666666666663,0.0,0.4166666666666667,17.216666666666665,21.0,5.0,12.0,2006.0
2006-12-16 23:00:00,0.0561666666666666,238.76,9.523333333333332,0.0,0.1333333333333333,4.433333333333334,22.0,5.0,12.0,2006.0
2006-12-17 00:00:00,0.0714333333333333,240.61966666666663,8.896666666666667,0.0,0.0833333333333333,0.0,23.0,5.0,12.0,2006.0
2006-12-17 01:00:00,0.1024333333333333,240.9618333333333,8.126666666666667,0.0,0.4666666666666667,0.0,0.0,6.0,12.0,2006.0
2006-12-17 02:00:00,0.1369333333333333,240.44833333333327,14.246666666666666,0.0,25.23333333333333,0.0,1.0,6.0,12.0,2006.0
2006-12-17 03:00:00,0.0782333333333333,245.81866666666667,6.87,0.0,0.5666666666666667,0.0,2.0,6.0,12.0,2006.0
2006-12-17 04:00:00,0.0795333333333333,244.5135,7.206666666666667,0.0,0.7666666666666667,0.0,3.0,6.0,12.0,2006.0
2006-12-17 05:00:00,0.0934666666666666,243.8555,9.333333333333334,0.0,0.5666666666666667,8.883333333333333,4.0,6.0,12.0,2006.0
2006-12-17 06:00:00,0.0602333333333333,243.71016666666668,8.566666666666666,0.0,0.1666666666666666,4.65,5.0,6.0,12.0,2006.0
2006-12-17 07:00:00,0.0948333333333333,244.1415,5.53,0.0,0.7166666666666667,0.0,6.0,6.0,12.0,2006.0
2006-12-17 08:00:00,0.0598,241.84566666666663,6.803333333333333,0.0,0.1666666666666666,0.0,7.0,6.0,12.0,2006.0
2006-12-17 09:00:00,0.1185666666666666,241.3115,8.05,0.0,0.75,0.0,8.0,6.0,12.0,2006.0
2006-12-17 10:00:00,0.0792333333333333,238.8478333333333,10.973333333333333,0.0,7.316666666666666,0.0,9.0,6.0,12.0,2006.0
2006-12-17 11:00:00,0.1946,235.441,15.533333333333331,8.883333333333333,22.35,16.15,10.0,6.0,12.0,2006.0
2006-12-17 12:00:00,0.2007,236.92466666666667,10.493333333333334,9.45,5.016666666666667,17.183333333333334,11.0,6.0,12.0,2006.0
2006-12-17 13:00:00,0.2940333333333333,237.78466666666665,8.136666666666667,0.0,0.5333333333333333,17.316666666666666,12.0,6.0,12.0,2006.0
2006-12-17 14:00:00,0.1715333333333333,239.92066666666668,6.923333333333333,0.0,0.05,17.616666666666667,13.0,6.0,12.0,2006.0
2006-12-17 15:00:00,0.2574,244.04566666666668,8.6,0.0,0.3333333333333333,18.23333333333333,14.0,6.0,12.0,2006.0
2006-12-17 16:00:00,0.0886,240.48083333333332,12.426666666666668,6.966666666666667,0.2,17.7,15.0,6.0,12.0,2006.0
2006-12-17 17:00:00,0.0931333333333333,236.7818333333333,14.006666666666666,8.583333333333334,0.0666666666666666,17.166666666666668,16.0,6.0,12.0,2006.0
2006-12-17 18:00:00,0.1666333333333333,234.22983333333332,14.51,0.0,0.4666666666666667,16.816666666666666,17.0,6.0,12.0,2006.0
2006-12-17 19:00:00,0.1350666666666666,234.37233333333333,15.75,0.0,0.0,16.833333333333332,18.0,6.0,12.0,2006.0
2006-12-17 20:00:00,0.2651666666666666,233.19566666666665,12.516666666666667,0.0,0.5166666666666667,16.683333333333334,19.0,6.0,12.0,2006.0
2006-12-17 21:00:00,0.2714999999999999,236.4265,14.276666666666667,0.0,1.1166666666666667,17.116666666666667,20.0,6.0,12.0,2006.0
2006-12-17 22:00:00,0.2679666666666666,239.10416666666663,12.716666666666669,0.0,1.2,17.5,21.0,6.0,12.0,2006.0
2006-12-17 23:00:00,0.2353666666666666,242.19233333333327,6.383333333333334,0.0,0.4166666666666667,2.5,22.0,6.0,12.0,2006.0
2006-12-18 00:00:00,0.2218,245.734,1.9966666666666664,0.0,0.8,0.0,23.0,6.0,12.0,2006.0
2006-12-18 01:00:00,0.0990666666666666,244.6075,1.2233333333333334,0.0,0.0333333333333333,0.0,0.0,0.0,12.0,2006.0
2006-12-18 02:00:00,0.1519,243.5193333333333,1.4166666666666667,0.0,0.5833333333333334,0.0,1.0,0.0,12.0,2006.0
